date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,sqft_above,yr_built,airconditioning,basement,city,statezip,country
5/7/2014 0:00,248500,4,1.75,1720,10018,1,0,0,1720,1960,no,yes,Covington,WA 98042,USA
5/7/2014 0:00,310000,3,1.75,2070,37904,1,0,0,1420,1973,no,yes,Kent,WA 98031,USA
5/7/2014 0:00,460000,3,2,1760,9055,2,0,0,1760,1985,no,no,Redmond,WA 98052,USA
5/7/2014 0:00,675000,3,1.75,1680,10500,1,0,0,1680,1959,no,no,Bellevue,WA 98005,USA
5/7/2014 0:00,526000,2,2,1550,2400,1.5,0,0,1550,1900,no,no,Seattle,WA 98103,USA
5/7/2014 0:00,560000,3,3,4120,60392,2,0,2,3180,1994,no,yes,Carnation,WA 98014,USA
5/7/2014 0:00,415000,4,3,1830,9548,2,0,0,1830,1991,no,yes,Bothell,WA 98028,USA
5/7/2014 0:00,246000,3,1,1400,7410,1,0,0,1400,1944,no,no,Burien,WA 98166,USA
5/7/2014 0:00,314500,3,1.75,1870,12381,1,0,0,1870,1957,no,yes,Federal Way,WA 98003,USA
5/7/2014 0:00,3200000,7,4.5,6210,8856,2.5,0,2,4760,1910,no,no,Seattle,WA 98109,USA
5/7/2014 0:00,420000,2,1.5,1040,3500,1.5,0,0,1040,1904,no,no,Seattle,WA 98144,USA
5/7/2014 0:00,535000,3,1.75,2720,149410,1.5,0,0,2720,1988,yes,no,Carnation,WA 98014,USA
5/7/2014 0:00,350000,3,1,1010,9360,1,0,0,1010,1981,yes,no,Kirkland,WA 98033,USA
5/7/2014 0:00,515000,3,1.75,1580,9147,1,0,1,1210,1967,no,no,Bellevue,WA 98008,USA
5/7/2014 0:00,749950,4,2.75,2600,6050,2,0,0,1960,1949,no,no,Seattle,WA 98116,USA
5/7/2014 0:00,230000,3,2.5,1920,9180,2,0,0,1920,1988,no,no,Renton,WA 98057,USA
5/7/2014 0:00,568000,3,2,2350,5080,1.5,0,0,1780,1929,yes,yes,Seattle,WA 98118,USA
5/7/2014 0:00,250000,1,1,1100,4373,1,0,0,820,1947,yes,no,Burien,WA 98166,USA
5/7/2014 0:00,581000,4,2,2510,13695,1,0,0,1280,1961,no,no,Kirkland,WA 98033,USA
5/7/2014 0:00,651000,3,2.5,3240,108366,2,0,0,3240,1991,no,yes,Kent,WA 98042,USA
5/7/2014 0:00,600000,3,2.5,2460,108900,1,0,0,1860,1977,no,no,Issaquah,WA 98027,USA
5/7/2014 0:00,500000,2,1,1010,3885,1.5,0,0,1010,1906,no,yes,Seattle,WA 98112,USA
5/7/2014 0:00,475000,2,1,820,2723,1,0,0,820,1921,no,no,Seattle,WA 98103,USA
5/7/2014 0:00,352000,5,2.5,2420,8560,1,0,2,1620,1978,no,no,Seattle,WA 98118,USA
5/7/2014 0:00,420000,3,2.25,1770,8165,2,0,0,1770,1977,no,no,Kirkland,WA 98034,USA
5/7/2014 0:00,428000,2,2,1350,3900,1,0,0,1350,2003,yes,no,Redmond,WA 98053,USA
5/7/2014 0:00,599000,3,1.75,1960,4788,1,0,0,1090,1920,no,no,Seattle,WA 98115,USA
5/7/2014 0:00,492000,4,2.5,3305,16164,1.5,0,0,2245,1922,no,no,Shoreline,WA 98133,USA
5/7/2014 0:00,630000,2,2.25,2550,5663,1,0,0,1720,2011,no,yes,Renton,WA 98056,USA
5/7/2014 0:00,900000,5,3.75,4130,226076,2,0,0,3170,1985,no,yes,Woodinville,WA 98077,USA
5/7/2014 0:00,1110000,4,1.5,2310,13300,1,0,0,1890,1950,no,no,Clyde Hill,WA 98004,USA
5/7/2014 0:00,575000,4,2,1650,5000,1,0,0,1650,1955,no,no,Seattle,WA 98117,USA
5/7/2014 0:00,705000,4,2.5,2650,4316,1.5,0,0,1520,1905,no,yes,Seattle,WA 98116,USA
5/7/2014 0:00,940000,4,2.25,1890,5940,1,0,1,1470,1963,no,no,Seattle,WA 98112,USA
5/7/2014 0:00,313000,3,1.75,2190,8000,1,0,0,2190,1967,no,no,Federal Way,WA 98023,USA
5/7/2014 0:00,618080,3,2.5,2030,6500,2,0,0,2030,1988,no,yes,Issaquah,WA 98027,USA
5/7/2014 0:00,640000,3,3,2270,5175,2,0,0,2130,2002,no,no,Renton,WA 98056,USA
5/7/2014 0:00,485000,3,2,1610,4160,1,0,0,1010,1917,no,no,Seattle,WA 98136,USA
5/7/2014 0:00,300000,2,1,760,3001,1,0,0,760,1913,yes,no,Seattle,WA 98144,USA
5/7/2014 0:00,379500,2,1,1640,17335,1,0,0,840,1978,yes,yes,Redmond,WA 98053,USA
5/7/2014 0:00,339950,3,2.25,1630,12295,2,0,0,1630,1985,no,no,Renton,WA 98058,USA
5/7/2014 0:00,1500000,6,2.5,3560,6480,2.5,0,0,3560,1914,no,no,Seattle,WA 98112,USA
5/7/2014 0:00,1340000,3,3,2960,5500,2,0,2,2440,1937,no,no,Seattle,WA 98199,USA
5/7/2014 0:00,500000,3,2.5,1940,37565,1,0,0,1940,1987,no,yes,Issaquah,WA 98027,USA
5/7/2014 0:00,239900,3,2,1410,7566,1,0,0,1410,1985,yes,no,Kent,WA 98030,USA
5/7/2014 0:00,314950,3,1,1040,16986,1,0,0,1040,1968,yes,yes,Renton,WA 98059,USA
5/7/2014 0:00,361280,2,1,820,6400,1,0,0,820,1944,no,yes,Seattle,WA 98126,USA
5/7/2014 0:00,100000,2,1,910,22000,1,0,0,910,1956,no,no,Algona,WA 98001,USA
5/7/2014 0:00,540000,7,5.75,3700,7647,2,0,1,3700,1948,yes,yes,Lake Forest Park,WA 98155,USA
5/7/2014 0:00,480500,4,2.5,2180,11200,1,0,0,2180,1968,no,no,Woodinville,WA 98072,USA
5/7/2014 0:00,280000,3,2.5,1600,4271,2,0,0,1600,2000,no,no,Auburn,WA 98001,USA
5/7/2014 0:00,440000,3,1.75,1500,6180,1,0,0,1060,1947,no,no,Seattle,WA 98118,USA
5/7/2014 0:00,530000,3,1,1340,4284,1,0,0,1080,1910,no,no,Seattle,WA 98105,USA
5/7/2014 0:00,560000,3,2,1860,13374,1,0,0,1860,1985,yes,no,Issaquah,WA 98027,USA
5/7/2014 0:00,775000,3,2,2540,7200,1.5,0,3,1600,1905,no,yes,Seattle,WA 98144,USA
5/7/2014 0:00,160000,2,1,1040,13100,1,0,0,1040,1912,no,no,Kent,WA 98032,USA
5/7/2014 0:00,209950,3,1.5,1380,11130,1,0,0,1380,1960,no,no,Federal Way,WA 98003,USA
5/7/2014 0:00,226500,3,1.75,1640,10762,1,0,0,1130,1988,no,no,Covington,WA 98042,USA
5/7/2014 0:00,380000,5,1.75,3000,6000,1,0,0,1500,1958,no,no,Seattle,WA 98178,USA
5/7/2014 0:00,409500,4,2.75,2140,13000,1,0,0,1320,1968,no,no,Kenmore,WA 98028,USA
5/7/2014 0:00,690000,3,2,1760,6428,1,0,0,980,1942,no,yes,Seattle,WA 98199,USA
5/7/2014 0:00,405000,3,2.25,1660,8307,1,0,0,1660,1961,no,yes,Shoreline,WA 98133,USA
5/7/2014 0:00,375000,3,2.5,1830,13042,2,0,0,1830,1990,no,no,Maple Valley,WA 98038,USA
5/7/2014 0:00,794154,4,2,2210,8556,1,0,1,1210,1954,no,no,Seattle,WA 98199,USA
5/7/2014 0:00,185000,4,1,1490,6600,1,0,0,1490,1969,no,no,Burien,WA 98168,USA
5/7/2014 0:00,245000,3,1.5,1260,1270,2,0,0,1040,2005,no,yes,Seattle,WA 98133,USA
5/7/2014 0:00,1532500,5,4.5,4270,8076,2,0,0,3400,2007,yes,no,Kirkland,WA 98033,USA
5/7/2014 0:00,1040000,4,3.5,3900,8391,2,0,0,3900,2006,no,yes,Kirkland,WA 98033,USA
5/7/2014 0:00,425000,2,2.5,1150,1027,3,0,0,1150,2008,no,yes,Seattle,WA 98103,USA
5/7/2014 0:00,495000,4,2.75,2656,21195,2,0,0,2656,2014,yes,yes,Auburn,WA 98001,USA
5/7/2014 0:00,365000,5,2.75,2410,5003,1,0,0,1410,2008,no,no,Seattle,WA 98118,USA
5/7/2014 0:00,417250,3,2.25,1606,1452,3,0,0,1606,2009,no,no,Seattle,WA 98125,USA
5/7/2014 0:00,339950,2,1,820,681,3,0,0,820,2006,yes,no,Seattle,WA 98103,USA
5/8/2014 0:00,615000,2,1,1540,6872,1,0,0,820,1946,no,yes,Seattle,WA 98119,USA
5/8/2014 0:00,403000,3,2.75,2090,8354,2,0,0,2090,2012,no,no,Duvall,WA 98019,USA
5/8/2014 0:00,980000,5,2.5,3160,11470,1,0,0,1780,1971,no,no,Mercer Island,WA 98040,USA
5/8/2014 0:00,258000,4,1.75,1730,8320,1,0,0,1230,1977,yes,yes,Federal Way,WA 98023,USA
5/8/2014 0:00,533000,3,1,1670,4080,1,0,0,1170,1967,no,no,Seattle,WA 98115,USA
5/8/2014 0:00,537500,4,2.5,2550,4630,2,0,0,2550,2005,no,no,Sammamish,WA 98075,USA
5/8/2014 0:00,830000,5,3,3040,9601,1,0,0,1970,1968,yes,yes,Mercer Island,WA 98040,USA
5/8/2014 0:00,712000,3,1,1250,4620,1.5,0,0,1150,1900,no,no,Seattle,WA 98103,USA
5/8/2014 0:00,262000,4,2.5,2020,6236,2,0,0,2020,2002,yes,yes,Algona,WA 98001,USA
5/8/2014 0:00,753888,4,2.5,2660,5500,2,0,2,2660,2003,yes,no,Issaquah,WA 98029,USA
5/8/2014 0:00,134000,2,1.5,980,5000,2,0,0,980,1922,no,yes,Skykomish,WA 98288,USA
5/8/2014 0:00,402000,3,2.5,1960,8000,1,0,0,1290,1977,yes,no,Kirkland,WA 98034,USA
5/8/2014 0:00,205000,2,1,720,5040,1,0,0,720,1955,yes,yes,Seattle,WA 98106,USA
5/8/2014 0:00,553650,2,2.5,1360,1349,2,0,0,1050,1997,no,no,Seattle,WA 98112,USA
5/8/2014 0:00,559950,2,2,1870,4950,1,0,0,1870,2006,no,yes,Redmond,WA 98053,USA
5/8/2014 0:00,260000,4,1.5,2130,8800,1,0,0,1100,1962,no,yes,Kent,WA 98032,USA
5/8/2014 0:00,270000,4,2.5,1810,6509,2,0,0,1810,1994,no,yes,Kent,WA 98042,USA
5/8/2014 0:00,295000,2,1.75,2200,89298,1,0,0,1100,1973,no,no,Issaquah,WA 98027,USA
5/8/2014 0:00,719000,3,2.5,1690,4500,1.5,0,1,1690,1928,no,no,Seattle,WA 98116,USA
5/8/2014 0:00,266000,3,2.5,1940,8547,1,0,0,1460,1989,yes,yes,Kent,WA 98030,USA
5/8/2014 0:00,325900,4,2.5,2320,6270,2,0,0,2320,2004,yes,no,Kent,WA 98042,USA
5/8/2014 0:00,647500,4,1.75,2060,26036,1,0,0,1160,1947,no,yes,Normandy Park,WA 98166,USA
5/8/2014 0:00,1039000,4,1,3410,5000,2,0,0,2190,1910,no,yes,Seattle,WA 98144,USA
5/8/2014 0:00,569000,4,2.25,2250,41688,2,0,0,2250,1980,no,no,Redmond,WA 98053,USA
5/8/2014 0:00,246000,3,1.75,1390,7399,1,0,0,1390,1975,no,no,Kent,WA 98031,USA
5/8/2014 0:00,515000,2,1,1060,4960,1,0,0,1060,1926,no,yes,Seattle,WA 98103,USA
5/8/2014 0:00,207000,3,1,1490,8995,1,0,0,1490,1954,yes,no,Seattle,WA 98168,USA
5/8/2014 0:00,780000,4,1.75,2480,9195,1,0,0,1390,1950,no,no,Bellevue,WA 98004,USA
5/8/2014 0:00,489990,5,2.25,2440,20828,1.5,0,0,2440,1975,no,no,Kent,WA 98042,USA
5/8/2014 0:00,335000,3,1.5,2240,87625,1.5,0,0,1480,1980,no,yes,Auburn,WA 98092,USA
5/8/2014 0:00,295000,3,2.5,1920,7229,2,0,0,1920,1993,no,no,Federal Way,WA 98003,USA
5/8/2014 0:00,385000,3,1.75,1890,9920,1,0,0,1230,1944,no,no,Seattle,WA 98125,USA
5/8/2014 0:00,350000,4,1.75,2250,13515,1,0,0,2150,1940,no,yes,Kent,WA 98030,USA
5/8/2014 0:00,235000,2,1,1270,3008,1,0,0,650,1923,no,no,Seattle,WA 98118,USA
5/8/2014 0:00,358000,2,1.5,960,1808,2,0,0,960,1993,no,no,Seattle,WA 98122,USA
5/8/2014 0:00,716500,4,2.5,3290,6465,2,0,0,3290,2002,no,no,Sammamish,WA 98075,USA
5/8/2014 0:00,228000,4,1.75,2000,6120,1,0,0,1100,1965,no,no,Seattle,WA 98178,USA
5/8/2014 0:00,405000,2,1,1020,8155,1,0,0,1020,1948,no,no,Seattle,WA 98177,USA
5/8/2014 0:00,538000,4,1.75,1840,9600,1,0,0,1220,1967,no,no,Redmond,WA 98052,USA
5/8/2014 0:00,530000,3,1.75,1980,6760,1,0,0,1980,1973,no,no,Bellevue,WA 98008,USA
5/8/2014 0:00,1750000,6,3,3510,5760,2.5,0,0,3510,1906,yes,yes,Seattle,WA 98112,USA
5/8/2014 0:00,636000,2,1.75,1230,3600,1.5,0,0,1230,1925,no,no,Seattle,WA 98119,USA
5/8/2014 0:00,535000,4,2.5,2280,65836,2,0,0,2280,2004,no,no,Woodinville,WA 98077,USA
5/8/2014 0:00,1500000,3,1.75,2430,12757,1,0,2,1340,1952,no,no,Bellevue,WA 98004,USA
5/8/2014 0:00,868500,3,2.5,2920,3942,3,0,0,2920,2008,no,no,Renton,WA 98056,USA
5/8/2014 0:00,530000,4,2.75,2280,2850,1.5,0,0,1540,1930,no,no,Seattle,WA 98115,USA
5/8/2014 0:00,450000,3,2,1510,43560,1,0,0,1510,1954,no,no,Woodinville,WA 98077,USA
5/8/2014 0:00,230000,3,1.75,950,6000,1,0,0,790,1939,no,no,Seattle,WA 98108,USA
5/8/2014 0:00,229000,3,2.5,1190,3000,2,0,0,1190,2002,no,yes,Tukwila,WA 98178,USA
5/8/2014 0:00,437000,3,1.75,1310,9282,1,0,0,1310,1976,no,no,Redmond,WA 98052,USA
5/8/2014 0:00,1307000,5,3.25,2800,3200,1.5,0,0,1910,1932,no,yes,Seattle,WA 98109,USA
5/8/2014 0:00,595000,3,2.5,1750,3354,2,0,0,1750,1991,yes,no,Kirkland,WA 98033,USA
5/8/2014 0:00,660000,3,1.75,1320,5750,1.5,0,0,1320,1918,no,no,Seattle,WA 98116,USA
5/8/2014 0:00,347500,4,2.5,2460,7350,2,0,0,2460,1989,no,no,Federal Way,WA 98023,USA
5/8/2014 0:00,297950,3,2,1240,10800,1,0,0,1240,1967,yes,no,Renton,WA 98058,USA
5/8/2014 0:00,245000,3,1.5,1260,7964,1,0,0,1260,1955,no,yes,Des Moines,WA 98148,USA
5/8/2014 0:00,543200,6,2.25,2820,15600,1.5,0,2,1970,1940,no,yes,Burien,WA 98166,USA
5/8/2014 0:00,1250000,4,3.25,3820,24166,2,0,1,3310,1990,yes,no,Mercer Island,WA 98040,USA
5/8/2014 0:00,413450,3,2.5,1540,1614,3,0,0,1470,2008,no,yes,Seattle,WA 98103,USA
5/8/2014 0:00,330000,2,2,1550,435600,1.5,0,0,1550,1972,no,yes,Snoqualmie,WA 98065,USA
5/8/2014 0:00,424500,3,1.75,1460,7700,1,0,0,1460,1979,no,no,Redmond,WA 98052,USA
5/8/2014 0:00,230000,3,1,1390,16000,1,0,0,1390,1960,no,yes,Algona,WA 98001,USA
5/8/2014 0:00,930000,3,3.25,2640,4080,2,0,0,1840,1912,yes,no,Seattle,WA 98105,USA
5/8/2014 0:00,349000,3,1.75,1590,9620,1,0,0,1590,1988,no,no,Renton,WA 98059,USA
5/8/2014 0:00,835000,4,2,1910,6960,1.5,0,0,1910,1941,no,no,Seattle,WA 98103,USA
5/8/2014 0:00,988500,3,2.75,2015,16807,2,1,4,2015,2007,no,no,Burien,WA 98166,USA
5/8/2014 0:00,500000,3,1.75,1410,1197,3,0,0,1410,2012,no,yes,Seattle,WA 98103,USA
5/8/2014 0:00,499000,2,1.5,1110,957,2,0,0,930,2005,no,yes,Seattle,WA 98119,USA
5/8/2014 0:00,321950,2,1.25,860,1277,2,0,0,860,2007,no,no,Seattle,WA 98144,USA
5/8/2014 0:00,494000,3,2.5,2310,4729,2,0,0,2310,2011,no,no,Kenmore,WA 98028,USA
5/8/2014 0:00,441750,2,1.5,1020,1060,3,0,0,1020,2008,no,no,Seattle,WA 98103,USA
5/8/2014 0:00,438000,2,1,980,1179,2,0,0,980,2010,yes,no,Seattle,WA 98119,USA
5/9/2014 0:00,985000,4,2.25,4230,37769,2,0,0,4230,1989,no,no,Woodinville,WA 98077,USA
5/9/2014 0:00,352000,3,2.25,1640,11050,1,0,0,1640,1972,no,no,Renton,WA 98059,USA
5/9/2014 0:00,839900,4,3.5,3810,13592,1,0,1,2560,2013,no,no,Renton,WA 98056,USA
5/9/2014 0:00,765000,4,2.75,2790,10819,2,0,0,2790,1996,no,yes,Issaquah,WA 98027,USA
5/9/2014 0:00,460000,4,1.75,1750,5500,1.5,0,0,1050,1926,no,no,Seattle,WA 98117,USA
5/9/2014 0:00,224500,4,1,1430,8355,1.5,0,0,1430,1983,no,no,Auburn,WA 98092,USA
5/9/2014 0:00,254000,3,2.5,1850,4597,2,0,0,1850,2003,yes,no,Covington,WA 98042,USA
5/9/2014 0:00,255000,2,1,960,28717,1,0,0,960,1984,no,no,Vashon,WA 98070,USA
5/9/2014 0:00,610000,3,3,2480,45302,1,0,0,1620,1976,no,no,Woodinville,WA 98077,USA
5/9/2014 0:00,920000,4,3,3750,11025,2,0,0,3750,1976,no,no,Sammamish,WA 98074,USA
5/9/2014 0:00,402500,4,2.5,2600,11951,2,0,0,2600,1988,no,no,Federal Way,WA 98023,USA
5/9/2014 0:00,280950,3,1.75,1390,8700,1,0,3,840,1912,no,no,Renton,WA 98057,USA
5/9/2014 0:00,604000,4,2.5,2260,7753,2,0,0,2260,1989,no,no,Issaquah,WA 98029,USA
5/9/2014 0:00,565000,4,2.25,2470,7447,2,0,0,2470,1984,no,no,Lake Forest Park,WA 98155,USA
5/9/2014 0:00,255000,2,1,810,7980,1,0,0,810,1928,no,no,Seattle,WA 98146,USA
5/9/2014 0:00,445000,4,2,1650,6000,1,0,0,1000,1959,no,no,Seattle,WA 98144,USA
5/9/2014 0:00,2400000,3,2.25,3000,11665,1.5,1,4,3000,2001,no,no,Sammamish,WA 98075,USA
5/9/2014 0:00,195000,2,1,720,18000,1,0,0,720,1950,no,no,Seattle,WA 98178,USA
5/9/2014 0:00,275000,3,1.5,1390,48257,1,0,0,1390,1922,no,no,Fall City,WA 98024,USA
5/9/2014 0:00,387000,3,2.25,1445,1606,2,0,0,1300,2003,no,no,Issaquah,WA 98027,USA
5/9/2014 0:00,490000,2,1,1840,3300,1.5,0,0,1130,1910,no,no,Seattle,WA 98107,USA
5/9/2014 0:00,505000,3,2.5,2100,5824,2,0,2,2100,1999,no,no,Snoqualmie,WA 98065,USA
5/9/2014 0:00,303500,3,1.5,1060,10464,1,0,0,1060,1973,no,no,Kirkland,WA 98034,USA
5/9/2014 0:00,270000,3,1.5,1500,6337,1,0,0,1500,1953,no,no,Seattle,WA 98125,USA
5/9/2014 0:00,323000,4,2.75,1970,7213,1,0,0,1170,1977,no,yes,Renton,WA 98058,USA
5/9/2014 0:00,382000,3,3.25,1410,1253,3,0,0,1410,2005,no,yes,Seattle,WA 98103,USA
5/9/2014 0:00,1370000,4,2.75,3720,9450,1,0,4,1960,1962,no,no,Bellevue,WA 98006,USA
5/9/2014 0:00,280000,4,2,2190,14439,1,0,0,1180,1977,yes,yes,Auburn,WA 98001,USA
5/9/2014 0:00,260000,3,2,1920,8075,1,0,0,1510,1969,no,yes,Federal Way,WA 98023,USA
5/9/2014 0:00,201500,3,1,1160,8320,1,0,0,1160,1959,no,no,Kent,WA 98032,USA
5/9/2014 0:00,1157200,4,4.25,5860,52889,2,0,0,4910,1996,yes,no,Woodinville,WA 98072,USA
5/9/2014 0:00,536500,4,1.75,2000,4000,1.5,0,0,1450,1926,no,no,Seattle,WA 98126,USA
5/9/2014 0:00,248000,4,3,2163,5883,2,0,0,2163,2006,no,no,Algona,WA 98001,USA
5/9/2014 0:00,532000,5,3,3480,57499,1,0,0,2340,1976,no,no,Issaquah,WA 98027,USA
5/9/2014 0:00,580000,4,2.5,2840,6268,2,0,0,2840,1998,yes,no,Kenmore,WA 98028,USA
5/9/2014 0:00,463000,2,1,1150,4400,1,0,0,1150,1905,no,no,Seattle,WA 98112,USA
5/9/2014 0:00,742500,4,2.75,3100,3773,2,0,0,2000,1919,no,yes,Seattle,WA 98122,USA
5/9/2014 0:00,260000,3,2.5,1420,14850,1,0,0,1020,1963,no,yes,Kent,WA 98032,USA
5/9/2014 0:00,590000,4,2.25,2430,32496,1,0,0,2430,1993,no,no,Woodinville,WA 98077,USA
5/9/2014 0:00,312000,4,2.25,1930,7452,1,0,0,1430,1984,no,yes,Kent,WA 98031,USA
5/9/2014 0:00,566000,3,2.25,1660,10140,1,0,0,1370,1980,no,no,Redmond,WA 98052,USA
5/9/2014 0:00,511555,3,2,1400,7293,1,0,0,1400,1963,no,no,Bellevue,WA 98008,USA
5/9/2014 0:00,583000,4,2.5,2660,4000,2,0,0,2660,2001,yes,no,Redmond,WA 98053,USA
5/9/2014 0:00,290000,4,2.5,2000,13300,1,0,0,1200,1968,yes,yes,Auburn,WA 98001,USA
5/9/2014 0:00,311100,4,2.25,2130,8078,1,0,0,1380,1977,no,yes,Renton,WA 98055,USA
5/9/2014 0:00,325000,3,2.25,1352,1694,3,0,0,1352,2007,no,no,Seattle,WA 98125,USA
5/9/2014 0:00,491300,3,1.75,1750,11340,1,0,1,1300,1987,no,no,Sammamish,WA 98074,USA
5/9/2014 0:00,315000,5,1.75,2320,8100,1,0,0,1160,1956,no,no,Burien,WA 98166,USA
5/9/2014 0:00,360000,2,1,1420,81892,1,0,0,1180,1956,no,yes,Renton,WA 98055,USA
5/9/2014 0:00,330000,4,2.5,1940,3784,2,0,0,1940,2003,no,no,Renton,WA 98058,USA
5/9/2014 0:00,481450,3,2,1410,4800,1,0,0,1410,1940,no,no,Seattle,WA 98117,USA
5/9/2014 0:00,234950,3,1,1360,9948,1,0,0,1360,1977,no,no,Black Diamond,WA 98010,USA
5/9/2014 0:00,251000,3,1.75,1220,7250,1,0,0,1220,1962,no,yes,North Bend,WA 98045,USA
5/9/2014 0:00,782000,4,2.5,2830,20345,2,0,0,1980,1979,no,no,Bellevue,WA 98004,USA
5/9/2014 0:00,833000,4,2.75,3780,10308,2,0,0,3780,1999,yes,no,Sammamish,WA 98075,USA
5/9/2014 0:00,542500,4,2.5,2330,14289,2,0,0,2330,1978,no,no,Bellevue,WA 98007,USA
5/9/2014 0:00,851000,3,2.5,3560,107290,2,0,0,3560,1987,no,no,Redmond,WA 98053,USA
5/9/2014 0:00,325000,4,1.5,1470,70800,1,0,0,1470,1976,no,no,Ravensdale,WA 98051,USA
5/9/2014 0:00,415000,4,2.25,3060,48787,2,0,0,3060,1992,no,yes,Ravensdale,WA 98051,USA
5/9/2014 0:00,252500,3,1,1030,6127,1,0,0,880,1947,no,yes,Seattle,WA 98125,USA
5/9/2014 0:00,465000,4,2.5,1930,9653,1,0,0,1930,1968,no,no,Federal Way,WA 98023,USA
5/9/2014 0:00,336900,3,1.75,1780,120661,1,0,0,1780,1979,no,yes,Duvall,WA 98019,USA
5/9/2014 0:00,225000,3,2.5,2000,9202,2,0,0,2000,1992,no,yes,Maple Valley,WA 98038,USA
5/9/2014 0:00,270000,3,2,1690,9583,1,0,0,1690,1969,no,no,Renton,WA 98059,USA
5/9/2014 0:00,1702500,5,4.5,5190,23716,2,0,2,3390,1987,no,no,Mercer Island,WA 98040,USA
5/9/2014 0:00,536000,3,1.75,1300,5413,1.5,0,0,1300,1925,no,no,Seattle,WA 98115,USA
5/9/2014 0:00,585000,4,3.25,2400,29252,2,0,0,2400,1982,yes,no,Woodinville,WA 98072,USA
5/9/2014 0:00,445000,2,2,1150,6634,1,0,0,860,1940,no,yes,Seattle,WA 98115,USA
5/9/2014 0:00,320000,4,2.25,2310,7490,2,0,0,2310,1980,no,no,Renton,WA 98055,USA
5/9/2014 0:00,769900,4,3.5,2730,3047,2,0,0,2400,2006,yes,no,Seattle,WA 98116,USA
5/9/2014 0:00,557000,4,2.5,2840,4500,2,0,0,2840,2012,no,no,Kenmore,WA 98028,USA
5/9/2014 0:00,212000,2,1.5,1020,1525,2,0,0,1020,2004,no,no,Seattle,WA 98133,USA
5/9/2014 0:00,376000,3,2,1340,1384,3,0,0,1340,2008,no,no,Seattle,WA 98103,USA
5/9/2014 0:00,800000,4,3.25,3540,159430,2,0,0,3540,2007,yes,yes,Carnation,WA 98014,USA
5/9/2014 0:00,2238888,5,6.5,7270,130017,2,0,0,6420,2010,no,yes,Issaquah,WA 98029,USA
5/9/2014 0:00,324000,3,2.25,998,904,2,0,0,798,2007,no,yes,Seattle,WA 98117,USA
5/10/2014 0:00,549900,5,2.75,3060,7015,1,0,0,1600,1979,no,no,Seattle,WA 98146,USA
5/10/2014 0:00,320000,3,2.5,2130,6969,2,0,0,2130,2003,no,no,Maple Valley,WA 98038,USA
5/10/2014 0:00,875000,4,2,2520,6000,1,0,0,1400,1921,no,no,Seattle,WA 98103,USA
5/10/2014 0:00,265000,4,1,1940,9533,1,0,0,1080,1962,no,no,Kent,WA 98031,USA
5/10/2014 0:00,394950,3,2.5,1350,1250,3,0,0,1270,2006,no,no,Seattle,WA 98136,USA
5/11/2014 0:00,842500,4,2.5,2160,5298,2.5,0,0,2160,1902,no,no,Seattle,WA 98122,USA
5/11/2014 0:00,368000,3,2.5,1370,1350,2,0,0,1010,2007,no,no,Seattle,WA 98136,USA
5/12/2014 0:00,1225000,4,4.5,5420,101930,1,0,0,3890,2001,no,no,Redmond,WA 98053,USA
5/12/2014 0:00,885000,4,2.5,2830,5000,2,0,0,2830,1995,no,no,Seattle,WA 98105,USA
5/12/2014 0:00,453246,3,2.5,2010,2287,2,0,0,1390,2014,no,no,Issaquah,WA 98029,USA
5/12/2014 0:00,927000,4,2.75,3300,12090,2,0,0,3300,1953,no,no,Clyde Hill,WA 98004,USA
5/12/2014 0:00,490000,2,2.5,1230,1391,2,0,0,870,2004,no,no,Seattle,WA 98112,USA
5/12/2014 0:00,341000,3,1.5,1720,7119,1.5,0,0,1720,1952,no,yes,Shoreline,WA 98155,USA
5/12/2014 0:00,235000,1,1,810,2451,1,0,0,810,1941,no,no,Seattle,WA 98126,USA
5/12/2014 0:00,1200000,3,1.75,1560,8078,1.5,1,4,1560,1928,no,no,Mercer Island,WA 98040,USA
5/12/2014 0:00,560000,3,2,2560,216777,1,0,0,2560,1986,no,no,Auburn,WA 98092,USA
5/12/2014 0:00,900000,4,3.25,4700,38412,2,0,0,3420,1978,no,no,Bellevue,WA 98005,USA
5/12/2014 0:00,255000,2,1,1220,2500,1,0,0,770,1910,no,no,Seattle,WA 98126,USA
5/12/2014 0:00,1575000,5,2.75,3650,20150,1,0,0,2360,1975,no,no,Bellevue,WA 98004,USA
5/12/2014 0:00,876650,3,3.25,2170,12508,1.5,0,0,1650,1928,no,no,Mercer Island,WA 98040,USA
5/12/2014 0:00,540000,4,2.25,2540,228254,1,0,0,1450,1990,no,no,Duvall,WA 98019,USA
5/12/2014 0:00,350000,2,1,910,4500,1.5,0,0,910,1906,no,no,Seattle,WA 98118,USA
5/12/2014 0:00,750000,4,2.5,2980,4930,2,0,0,2890,2000,no,no,Bellevue,WA 98006,USA
5/12/2014 0:00,582000,4,1.75,2120,4650,1,0,1,1190,1951,no,no,Seattle,WA 98117,USA
5/12/2014 0:00,1315000,4,3.5,3460,3997,2,0,0,2560,2004,no,no,Seattle,WA 98103,USA
5/12/2014 0:00,372500,5,3,2480,10090,1,0,0,1300,2004,no,no,Seattle,WA 98178,USA
